          team_name           |  season   | matches_played | wins | draws | losses | goals_for | goals_against | goal_difference 
 Dundee United                | 2013/2014 |             38 |   16 |    10 |     12 |        65 |            50 |              15
 Dundee United                | 2014/2015 |             38 |   17 |     5 |     16 |        58 |            56 |               2
 Dundee United                | 2015/2016 |             38 |    8 |     7 |     23 |        45 |            70 |             -25
 Dunfermline Athletic         | 2011/2012 |             38 |    5 |    10 |     23 |        40 |            82 |             -42
 Eintracht Braunschweig       | 2013/2014 |             34 |    6 |     7 |     21 |        29 |            60 |             -31
 Eintracht Frankfurt          | 2008/2009 |             34 |    8 |     9 |     17 |        39 |            60 |             -21
 Eintracht Frankfurt          | 2009/2010 |             34 |   12 |    10 |     12 |        47 |            54 |              -7
 Eintracht Frankfurt          | 2010/2011 |             34 |    9 |     7 |     18 |        31 |            49 |             -18
 Eintracht Frankfurt          | 2012/2013 |             34 |   14 |     9 |     11 |        49 |            46 |               3
 Eintracht Frankfurt          | 2013/2014 |             34 |    9 |     9 |     16 |        40 |            57 |             -17
 Eintracht Frankfurt          | 2014/2015 |             34 |   11 |    10 |     13 |        56 |            62 |              -6
 Eintracht Frankfurt          | 2015/2016 |             34 |    9 |     9 |     16 |        34 |            52 |             -18
 Elche CF                     | 2013/2014 |             38 |    9 |    13 |     16 |        30 |            50 |             -20
 Elche CF                     | 2014/2015 |             38 |   11 |     8 |     19 |        35 |            62 |             -27
 Empoli                       | 2014/2015 |             38 |    8 |    18 |     12 |        46 |            52 |              -6
 Empoli                       | 2015/2016 |             38 |   12 |    10 |     16 |        40 |            49 |              -9
 En Avant de Guingamp         | 2013/2014 |             38 |   11 |     9 |     18 |        34 |            42 |              -8
 En Avant de Guingamp         | 2014/2015 |             38 |   15 |     4 |     19 |        41 |            55 |             -14
 En Avant de Guingamp         | 2015/2016 |             38 |   11 |    11 |     16 |        47 |            56 |              -9
 ES Troyes AC                 | 2012/2013 |             38 |    8 |    13 |     17 |        43 |            61 |             -18
 ES Troyes AC                 | 2015/2016 |             38 |    3 |     9 |     26 |        28 |            83 |             -55
 Estoril Praia                | 2012/2013 |             30 |   13 |     6 |     11 |        47 |            37 |              10
 Estoril Praia                | 2013/2014 |             30 |   15 |     9 |      6 |        42 |            26 |              16
 Estoril Praia                | 2014/2015 |             34 |    9 |    13 |     12 |        38 |            56 |             -18
 Estoril Praia                | 2015/2016 |             34 |   13 |     8 |     13 |        40 |            41 |              -1
 Everton                      | 2008/2009 |             38 |   17 |    12 |      9 |        55 |            37 |              18
 Everton                      | 2009/2010 |             38 |   16 |    13 |      9 |        60 |            49 |              11
 Everton                      | 2010/2011 |             38 |   13 |    15 |     10 |        51 |            45 |               6
 Everton                      | 2011/2012 |             38 |   15 |    11 |     12 |        50 |            40 |              10
 Everton                      | 2012/2013 |             38 |   16 |    15 |      7 |        55 |            40 |              15
 Everton                      | 2013/2014 |             38 |   21 |     9 |      8 |        61 |            39 |              22
 Everton                      | 2014/2015 |             38 |   12 |    11 |     15 |        48 |            50 |              -2
 Everton                      | 2015/2016 |             38 |   11 |    14 |     13 |        59 |            55 |               4
 Évian Thonon Gaillard FC     | 2011/2012 |             38 |   13 |    11 |     14 |        54 |            55 |              -1
 Évian Thonon Gaillard FC     | 2012/2013 |             38 |   10 |    10 |     18 |        46 |            53 |              -7
 Évian Thonon Gaillard FC     | 2013/2014 |             38 |   11 |    11 |     16 |        39 |            51 |             -12
 Évian Thonon Gaillard FC     | 2014/2015 |             38 |   11 |     4 |     23 |        41 |            62 |             -21
 Excelsior                    | 2010/2011 |             34 |   10 |     5 |     19 |        45 |            66 |             -21
 Excelsior                    | 2011/2012 |             34 |    4 |     7 |     23 |        28 |            76 |             -48
 Excelsior                    | 2014/2015 |             34 |    6 |    14 |     14 |        47 |            63 |             -16
 Excelsior                    | 2015/2016 |             34 |    7 |     9 |     18 |        34 |            60 |             -26
 Falkirk                      | 2008/2009 |             38 |    9 |    11 |     18 |        37 |            52 |             -15
 Falkirk                      | 2009/2010 |             38 |    6 |    13 |     19 |        31 |            57 |             -26
 FC Aarau                     | 2008/2009 |             36 |   11 |    11 |     14 |        35 |            51 |             -16
 FC Aarau                     | 2009/2010 |             36 |    6 |     5 |     25 |        32 |            88 |             -56
 FC Aarau                     | 2013/2014 |             36 |   12 |     6 |     18 |        55 |            71 |             -16
 FC Aarau                     | 2014/2015 |             36 |    6 |    12 |     18 |        31 |            64 |             -33
