          team_name           | match_date | points | rolling_5_match_points 
 Pogoń Szczecin               | 2012-11-24 |      1 |                      7
 Pogoń Szczecin               | 2012-12-01 |      3 |                     10
 Pogoń Szczecin               | 2012-12-10 |      0 |                     10
 Pogoń Szczecin               | 2013-02-22 |      0 |                      7
 Pogoń Szczecin               | 2013-03-01 |      1 |                      5
 Pogoń Szczecin               | 2013-03-10 |      0 |                      4
 Pogoń Szczecin               | 2013-03-17 |      0 |                      1
 Pogoń Szczecin               | 2013-04-01 |      0 |                      1
 Pogoń Szczecin               | 2013-04-06 |      0 |                      1
 Pogoń Szczecin               | 2013-04-12 |      1 |                      1
 Pogoń Szczecin               | 2013-04-20 |      0 |                      1
 Pogoń Szczecin               | 2013-04-26 |      3 |                      4
 Pogoń Szczecin               | 2013-05-05 |      0 |                      4
 Pogoń Szczecin               | 2013-05-11 |      0 |                      4
 Pogoń Szczecin               | 2013-05-17 |      3 |                      6
 Pogoń Szczecin               | 2013-05-26 |      3 |                      9
 Pogoń Szczecin               | 2013-05-30 |      0 |                      6
 Pogoń Szczecin               | 2013-06-02 |      3 |                      9
 Pogoń Szczecin               | 2013-07-19 |      3 |                     12
 Pogoń Szczecin               | 2013-07-27 |      0 |                      9
 Pogoń Szczecin               | 2013-08-02 |      1 |                      7
 Pogoń Szczecin               | 2013-08-11 |      1 |                      8
 Pogoń Szczecin               | 2013-08-24 |      3 |                      8
 Pogoń Szczecin               | 2013-08-31 |      1 |                      6
 Pogoń Szczecin               | 2013-09-15 |      1 |                      7
 Pogoń Szczecin               | 2013-09-20 |      3 |                      9
 Pogoń Szczecin               | 2013-09-23 |      3 |                     11
 Pogoń Szczecin               | 2013-09-28 |      3 |                     11
 Pogoń Szczecin               | 2013-10-05 |      0 |                     10
 Pogoń Szczecin               | 2013-10-21 |      1 |                     10
 Pogoń Szczecin               | 2013-10-26 |      3 |                     10
 Pogoń Szczecin               | 2013-10-29 |      3 |                     10
 Pogoń Szczecin               | 2013-11-02 |      0 |                      7
 Pogoń Szczecin               | 2013-11-11 |      1 |                      8
 Pogoń Szczecin               | 2013-11-23 |      0 |                      7
 Pogoń Szczecin               | 2013-11-29 |      1 |                      5
 Pogoń Szczecin               | 2013-12-02 |      1 |                      3
 Pogoń Szczecin               | 2013-12-07 |      1 |                      4
 Pogoń Szczecin               | 2013-12-16 |      0 |                      3
 Pogoń Szczecin               | 2014-02-15 |      3 |                      6
 Pogoń Szczecin               | 2014-02-21 |      3 |                      8
 Pogoń Szczecin               | 2014-03-03 |      1 |                      8
 Pogoń Szczecin               | 2014-03-09 |      1 |                      8
 Pogoń Szczecin               | 2014-03-15 |      1 |                      9
 Pogoń Szczecin               | 2014-03-23 |      3 |                      9
 Pogoń Szczecin               | 2014-03-28 |      1 |                      7
 Pogoń Szczecin               | 2014-04-06 |      1 |                      7
 Pogoń Szczecin               | 2014-04-12 |      3 |                      9
 Pogoń Szczecin               | 2014-07-18 |      3 |                     11
 Pogoń Szczecin               | 2014-07-26 |      3 |                     11
 Pogoń Szczecin               | 2014-08-02 |      1 |                     11
 Pogoń Szczecin               | 2014-08-11 |      1 |                     11
 Pogoń Szczecin               | 2014-08-16 |      1 |                      9
 Pogoń Szczecin               | 2014-08-22 |      0 |                      6
 Pogoń Szczecin               | 2014-08-30 |      0 |                      3
 Pogoń Szczecin               | 2014-09-12 |      1 |                      3
 Pogoń Szczecin               | 2014-09-19 |      3 |                      5
 Pogoń Szczecin               | 2014-09-27 |      0 |                      4
 Pogoń Szczecin               | 2014-10-05 |      3 |                      7
 Pogoń Szczecin               | 2014-10-18 |      0 |                      7
 Pogoń Szczecin               | 2014-10-25 |      3 |                      9
 Pogoń Szczecin               | 2014-11-02 |      1 |                      7
 Pogoń Szczecin               | 2014-11-09 |      3 |                     10
 Pogoń Szczecin               | 2014-11-22 |      0 |                      7
 Pogoń Szczecin               | 2014-11-30 |      1 |                      8
 Pogoń Szczecin               | 2014-12-06 |      3 |                      8
 Pogoń Szczecin               | 2014-12-15 |      0 |                      7
 Pogoń Szczecin               | 2015-02-14 |      1 |                      5
 Pogoń Szczecin               | 2015-02-20 |      1 |                      6
 Pogoń Szczecin               | 2015-03-02 |      0 |                      5
 Pogoń Szczecin               | 2015-03-06 |      0 |                      2
